
-295.757180389, 509.301351907
-295.431623721, 507.509615578
-294.319033223, 504.859079118
-293.187379258, 502.903105712
-292.910661788, 502.059969366
-293.09519288, 501.482957625
-293.383318562, 500.94829961
-293.547977699, 500.110499466
-293.603651797, 499.930902967
-292.356606466, 498.755560636
-291.513881413, 497.822409351
-290.596223773, 497.135408743
-290.057189157, 495.646839432
-289.428372495, 494.194771618
-288.932681592, 491.701123414
-288.434183145, 489.50044455
-286.844474725, 484.27537313
-285.508773709, 479.581810273
-284.455230505, 475.679553628
-283.038340148, 472.427909378
-281.080578536, 468.465922388
-278.367102126, 462.825268484
-275.433310544, 456.919767518
-272.139939048, 451.643362654
-268.964958117, 447.282290889
-267.023332999, 443.804796311
-265.543924665, 442.177317528
-265.117403866, 441.447756996
-264.07098811, 440.432923983
-262.544377818, 437.737968726
-261.320414341, 436.516792992
-260.763701191, 436.360781
-261.06690752, 436.778688766
-261.657738587, 439.380210257
-261.539282693, 441.511729559
-260.467181099, 442.979059988
-259.21691861, 443.774092095
-258.590660773, 444.45249864
-258.684655261, 444.677694339
-259.098159287, 445.514822754
-259.825304406, 451.734009145
-260.583892318, 455.581065148
-262.655865669, 459.674902303
-265.319090368, 463.98626431
-268.622208019, 470.986674806
-271.228645097, 477.558707585
-272.564271409, 482.301473135
-274.571644705, 484.777523147
-276.599109903, 487.159508564
-278.5351423, 489.346170055
-279.479498296, 490.482023479
-280.037840375, 491.872526696
-280.358278121, 494.119167449
-280.623268699, 495.993699461
-281.297613972, 500.55996537
-281.451828676, 502.943242103
-281.428476041, 504.345594976
-281.46057082, 506.417469576
-280.728729837, 505.498756406
-280.754298805, 505.083713987
-281.142938908, 505.797623174
-282.091156723, 507.309597572
-283.356542114, 510.082081736
-284.16486607, 512.522565722
-286.564483438, 517.822196562
-289.143293074, 519.703577554
-291.301363129, 521.054936276
-293.22155329, 521.221133211
-295.063291091, 522.58709864
-296.781507863, 522.016369959
-298.580357393, 522.738090819
-299.607813119, 521.220500841
-301.500641791, 521.245128014
-303.380912199, 521.405563195
-304.982845471, 521.407364137
-306.588765453, 521.572004811
-308.089934289, 521.579777153
-309.934375866, 520.82978547
-311.598182593, 519.797505304
-312.416559703, 519.195002157
-314.38346237, 518.946461984
-316.554216217, 518.948664989
-318.605222335, 519.439455747
-320.954464343, 519.430106872
-323.297347657, 519.097487925
-326.129153194, 517.946937686
-329.231566163, 516.691603863
-332.423096923, 514.658493207
-335.592684321, 513.061019076
-338.992111826, 511.982380092
-342.122074587, 511.383411884
-345.83301048, 510.036089463
-349.211214486, 506.132386343
-351.600630034, 501.744227688
-352.568610951, 496.18679207
-354.152674527, 491.906102125
-355.6121763, 489.00514834
-355.636669812, 487.107036303
-355.624780114, 486.536595646
-355.297879149, 485.716075073
-355.518472979, 484.507319207
-355.856759046, 484.43254137
-356.064252797, 484.291883466
-356.321820774, 484.476599807
-356.81810753, 485.985569128
-357.357224123, 488.954292847
-357.819249271, 492.159486334
-358.294318288, 493.848923134
-358.50507365, 494.81547883
-359.194903229, 495.802726084
-361.024527073, 498.166286627
-362.144828495, 499.352658605
-363.673031395, 499.892091462
-365.097948157, 500.431171519
-367.519640223, 501.008586988
-369.653781325, 500.197655623
-370.897716108, 500.505873521
-371.690339751, 501.096107275
-373.32760477, 501.941014825
-375.27450961, 503.639831581
-376.51295954, 506.45068907
-377.1650005, 507.849930892
-377.355019325, 508.474195403
-377.485129924, 508.422621029
-378.07046817, 508.756778921
-378.460395395, 508.786831131
-378.488689798, 508.117851761
-378.589196119, 507.468462305
-378.793163419, 507.430257218
-381.275049196, 510.308586307
-382.853994549, 511.174705244
-385.019631024, 510.678581267
-388.192938589, 511.342561079
-391.467720676, 511.034683286
-394.901444104, 512.719414536
-398.666842908, 512.700015105
-401.502424141, 512.812699311
-403.154664025, 511.592094695
-404.241663232, 510.432626424
-404.380291811, 509.44999464
-403.159117208, 508.219858129
-402.329193843, 508.156774038
-401.384224495, 508.149621507
-401.434681604, 509.584946727
-400.322323936, 509.79384857
-399.692159755, 510.139861921
-399.485723736, 510.357786281
-399.270179045, 510.458198022
-400.075294329, 513.370291076
-400.437276138, 515.03985693
